sampleDate,sampleID,siteID,latitude,longitude,sampleDepth,secchi,wind,comments,lakeName,Altitude,depth,variableID,profile.dataValue,type,carbon.dataValue
2013-07-29,5,4,49.193596,-103.24316,14.5,1.5,0,Waited out storm for two hours prior to sampling.  Filamentous green algae bloom.  Sam to the south of the sampling location.  Connectivity looks complex with multiple inflows into the lake but no small streams evident from sampling point.  Shoreline had bands of eroding/ exposed rocks that looked sedimenary (not bedrock),McDonald,541,1,oxygenPercent,103.2,DIC,41.19
2013-07-29,5,4,49.193596,-103.24316,14.5,1.5,0,Waited out storm for two hours prior to sampling.  Filamentous green algae bloom.  Sam to the south of the sampling location.  Connectivity looks complex with multiple inflows into the lake but no small streams evident from sampling point.  Shoreline had bands of eroding/ exposed rocks that looked sedimenary (not bedrock),McDonald,541,1,salinity,0.25,DOC,10.384
2013-07-29,5,4,49.193596,-103.24316,14.5,1.5,0,Waited out storm for two hours prior to sampling.  Filamentous green algae bloom.  Sam to the south of the sampling location.  Connectivity looks complex with multiple inflows into the lake but no small streams evident from sampling point.  Shoreline had bands of eroding/ exposed rocks that looked sedimenary (not bedrock),McDonald,541,1,conductivity,461,DOC,10.384
2013-07-29,5,4,49.193596,-103.24316,14.5,1.5,0,Waited out storm for two hours prior to sampling.  Filamentous green algae bloom.  Sam to the south of the sampling location.  Connectivity looks complex with multiple inflows into the lake but no small streams evident from sampling point.  Shoreline had bands of eroding/ exposed rocks that looked sedimenary (not bedrock),McDonald,541,1,specificConductivity,508,DIC,41.19
2013-07-29,5,4,49.193596,-103.24316,14.5,1.5,0,Waited out storm for two hours prior to sampling.  Filamentous green algae bloom.  Sam to the south of the sampling location.  Connectivity looks complex with multiple inflows into the lake but no small streams evident from sampling point.  Shoreline had bands of eroding/ exposed rocks that looked sedimenary (not bedrock),McDonald,541,1,specificConductivity,508,DOC,10.384
2013-07-29,5,4,49.193596,-103.24316,14.5,1.5,0,Waited out storm for two hours prior to sampling.  Filamentous green algae bloom.  Sam to the south of the sampling location.  Connectivity looks complex with multiple inflows into the lake but no small streams evident from sampling point.  Shoreline had bands of eroding/ exposed rocks that looked sedimenary (not bedrock),McDonald,541,1,salinity,0.25,DIC,41.19
2013-07-29,5,4,49.193596,-103.24316,14.5,1.5,0,Waited out storm for two hours prior to sampling.  Filamentous green algae bloom.  Sam to the south of the sampling location.  Connectivity looks complex with multiple inflows into the lake but no small streams evident from sampling point.  Shoreline had bands of eroding/ exposed rocks that looked sedimenary (not bedrock),McDonald,541,1,temperature,20.2,DIC,41.19
2013-07-29,5,4,49.193596,-103.24316,14.5,1.5,0,Waited out storm for two hours prior to sampling.  Filamentous green algae bloom.  Sam to the south of the sampling location.  Connectivity looks complex with multiple inflows into the lake but no small streams evident from sampling point.  Shoreline had bands of eroding/ exposed rocks that looked sedimenary (not bedrock),McDonald,541,1,conductivity,461,DIC,41.19
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,temperature,19.2,DOC,8.89
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,pH,8.85,DOC,8.89
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,temperature,19.2,DIC,40.667
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,oxygenPercent,80.4,DIC,40.667
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,oxygenPercent,80.4,DOC,8.89
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,oxygenConcentration,6.49,DIC,40.667
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,oxygenConcentration,6.49,DOC,8.89
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,salinity,0.43,DOC,8.89
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,specificConductivity,876,DIC,40.667
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,specificConductivity,876,DOC,8.89
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,conductivity,779,DIC,40.667
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,conductivity,779,DOC,8.89
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,salinity,0.43,DIC,40.667
2013-07-31,6,5,51.785259,-106.438293,7.9,1.6,0,all samples were collected on July 30th and the 31st we came back for the profile.  The sample weather information is for the day of the profile.  In the valley surrounding the lake there is intense agriculture with irrigation and development of large homes.  A possible pump house at lake edge.,Blackstrap,542,1,pH,8.85,DIC,40.667
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,pH,8.49,DOC,25.979
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,salinity,2.78,DOC,25.979
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,salinity,2.78,DIC,83.677
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,conductivity,5472,DOC,25.979
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,conductivity,5472,DIC,83.677
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,specificConductivity,5143,DOC,25.979
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,specificConductivity,5143,DIC,83.677
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,oxygenPercent,65,DIC,83.677
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,oxygenConcentration,5.25,DIC,83.677
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,temperature,19.2,DOC,25.979
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,oxygenPercent,65,DOC,25.979
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,pH,8.49,DIC,83.677
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,temperature,19.2,DIC,83.677
2013-07-31,7,6,52.193087,-106.28688,4,1.825,17,escavation sites around the area that look like sand or gavel pits.  Road closure signs all around the area for flooding. Sediments were light brown/grey at the surface but the deeper sediment was black.  Sediment was VERY solid.  Anchor had abundance of macrophytes on it.  Although towes were shallow there were lots of zoops.  Looks like it is flooded out with lots of dead trees around shore and a steep drop off.,Porter,812,1,oxygenConcentration,5.25,DOC,25.979
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,specificConductivity,545.7,DOC,18.313
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,temperature,19.8,DIC,59.997
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,temperature,19.8,DOC,18.313
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,oxygenPercent,96.9,DIC,59.997
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,oxygenPercent,96.9,DOC,18.313
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,oxygenConcentration,7.59,DIC,59.997
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,specificConductivity,545.7,DIC,59.997
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,conductivity,491.3,DIC,59.997
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,conductivity,491.3,DOC,18.313
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,salinity,0.26,DIC,59.997
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,pH,8.66,DIC,59.997
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,salinity,0.26,DOC,18.313
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,oxygenConcentration,7.59,DOC,18.313
2013-07-31,8,7,51.897708,-106.816893,2.5,0.99,11,Calibration is only for first sample.  Remainder of the samples calibrated at 83.7.  On side of lake there is a large pool and waterslide which might be using flitered lake water so that could be a possible outflow.  There was an aquatic weed harvester on the lake while sampling.  Lily pads and TONES of macrophyes,Pike,485,1,pH,8.66,DOC,18.313
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,conductivity,3399,DOC,34.879
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,pH,9.04,DOC,34.879
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,pH,9.04,DIC,136.217
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,salinity,2.03,DIC,136.217
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,conductivity,3399,DIC,136.217
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,specificConductivity,3824,DOC,34.879
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,specificConductivity,3824,DIC,136.217
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,oxygenConcentration,6.23,DOC,34.879
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,oxygenConcentration,6.23,DIC,136.217
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,oxygenPercent,80.9,DOC,34.879
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,oxygenPercent,80.9,DIC,136.217
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,temperature,19.2,DOC,34.879
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,temperature,19.2,DIC,136.217
2013-08-01,9,8,49.773227,-102.25748,8.5,1.5,12,Calibration changed after 2.5m to 101.7. On a native reserve.  Well maintained sandy beach.  Along the shoreline there aer lots of marshy areas and macrophytes.  In the north east there are marophytes almost to the middle of the lake.  Small fishing shaks for winter fishing all along the shore.  They must fish in here A LOT,WhiteBear,736,1,salinity,2.03,DOC,34.879
2013-08-01,10,9,49.822812,-102.297505,7.4,0.98,14,"Golf course near the lake, sandy beach with imported sand for swimming.  Provincial Park.  Large filamentous green algal bloom (after looking at it more it looked like blades of grass so probably aphani).  Little kenosee lake flows into kenosee.  From previous experience little kenosee has many bays and is relatively deep with no development on shores",Kenosee,743,1,conductivity,2274,DOC,29.613
2013-08-01,10,9,49.822812,-102.297505,7.4,0.98,14,"Golf course near the lake, sandy beach with imported sand for swimming.  Provincial Park.  Large filamentous green algal bloom (after looking at it more it looked like blades of grass so probably aphani).  Little kenosee lake flows into kenosee.  From previous experience little kenosee has many bays and is relatively deep with no development on shores",Kenosee,743,1,pH,8.79,DOC,29.613
2013-08-01,10,9,49.822812,-102.297505,7.4,0.98,14,"Golf course near the lake, sandy beach with imported sand for swimming.  Provincial Park.  Large filamentous green algal bloom (after looking at it more it looked like blades of grass so probably aphani).  Little kenosee lake flows into kenosee.  From previous experience little kenosee has many bays and is relatively deep with no development on shores",Kenosee,743,1,temperature,19.2,DIC,90.806
2013-08-01,10,9,49.822812,-102.297505,7.4,0.98,14,"Golf course near the lake, sandy beach with imported sand for swimming.  Provincial Park.  Large filamentous green algal bloom (after looking at it more it looked like blades of grass so probably aphani).  Little kenosee lake flows into kenosee.  From previous experience little kenosee has many bays and is relatively deep with no development on shores",Kenosee,743,1,temperature,19.2,DOC,29.613
2013-08-01,10,9,49.822812,-102.297505,7.4,0.98,14,"Golf course near the lake, sandy beach with imported sand for swimming.  Provincial Park.  Large filamentous green algal bloom (after looking at it more it looked like blades of grass so probably aphani).  Little kenosee lake flows into kenosee.  From previous experience little kenosee has many bays and is relatively deep with no development on shores",Kenosee,743,1,oxygenPercent,94,DIC,90.806
2013-08-01,10,9,49.822812,-102.297505,7.4,0.98,14,"Golf course near the lake, sandy beach with imported sand for swimming.  Provincial Park.  Large filamentous green algal bloom (after looking at it more it looked like blades of grass so probably aphani).  Little kenosee lake flows into kenosee.  From previous experience little kenosee has many bays and is relatively deep with no development on shores",Kenosee,743,1,oxygenPercent,94,DOC,29.613
2013-08-01,10,9,49.822812,-102.297505,7.4,0.98,14,"Golf course near the lake, sandy beach with imported sand for swimming.  Provincial Park.  Large filamentous green algal bloom (after looking at it more it looked like blades of grass so probably aphani).  Little kenosee lake flows into kenosee.  From previous experience little kenosee has many bays and is relatively deep with no development on shores",Kenosee,743,1,oxygenConcentration,7.26,DIC,90.806
